mdRelativePath,articleTitle,articleUrl,relationIndex,relationLabel,relationUrl,decodedUrl,extension,isOcrSupportedExtension,resolveStatus,resolveMethod,resolutionStage,resolutionConfidence,candidateCount,candidatePaths,resolvedRelativePath,sourceBytes,error
元智首頁_content_《再生，不只是電腦》榮獲優選　元智志工以行動縮短數位落差_410.md,《再生，不只是電腦》榮獲優選　元智志工以行動縮短數位落差,https://www.yzu.edu.tw/index.php/tw/20260204-3,2,圖片,images/2.jpg,images/2.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,5,D:\Programming\web_ocr2md\www\www\admin\aa\images\2.JPG | D:\Programming\web_ocr2md\www\www\admin\gao\images\2.jpg | D:\Programming\web_ocr2md\www\www\admin\rd\images\2.jpg | D:\Programming\web_ocr2md\www\www\admin\st\images\2.jpg | D:\Programming\web_ocr2md\www\www\home\images\2.jpg,,0,
元智首頁_content_元智大學終身教育部 最新招生簡章免費下載_207.md,元智大學終身教育部 最新招生簡章免費下載,https://www.yzu.edu.tw/index.php/tw/2019-04-08-08-26-06,6,圖片,2019-04.jpg,2019-04.jpg,.jpg,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_元智大學開新雙語程式課 加強學生競爭力_6.md,元智大學開新雙語程式課 加強學生競爭力,https://www.yzu.edu.tw/index.php/tw/2016-08-02-05-06-35,1,圖片,http://www.yzu.edu.tw/images/main/%E9%A0%AD%E6%A2%9D%E7%85%A7%E7%89%87-1.jpg,http://www.yzu.edu.tw/images/main/頭條照片-1.jpg,.jpg,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_元智大學奪友善校園「卓越學校」_412.md,元智大學奪友善校園「卓越學校」,https://www.yzu.edu.tw/index.php/tw/20260204-5,1,圖片,images/5.jpg,images/5.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,3,D:\Programming\web_ocr2md\www\www\admin\aa\images\5.JPG | D:\Programming\web_ocr2md\www\www\admin\rd\images\5.jpg | D:\Programming\web_ocr2md\www\www\home\images\5.jpg,,0,
元智首頁_content_元智大學榮獲第六屆國家企業環保獎「銅級獎」_328.md,元智大學榮獲第六屆國家企業環保獎「銅級獎」,https://www.yzu.edu.tw/index.php/tw/20240927-1,1,圖片,images/圖片1.jpg,images/圖片1.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,3,D:\Programming\web_ocr2md\www\www\admin\rd\images\圖片1.jpg | D:\Programming\web_ocr2md\www\www\admin\st\images\圖片1.jpg | D:\Programming\web_ocr2md\www\www\home\images\圖片1.jpg,,0,
元智首頁_content_元智資工勇奪工程論文競賽優等獎 嵌入式記憶體測試研究獲全國肯_413.md,元智資工勇奪工程論文競賽優等獎 嵌入式記憶體測試研究獲全國肯定,https://www.yzu.edu.tw/index.php/tw/20260204-6,1,圖片,images/1.jpg,images/1.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,6,D:\Programming\web_ocr2md\www\www\admin\aa\images\1.jpg | D:\Programming\web_ocr2md\www\www\admin\bo\images\1.jpg | D:\Programming\web_ocr2md\www\www\admin\gao\images\1.jpg | D:\Programming\web_ocr2md\www\www\admin\rd\images\1.jpg | D:\Programming\web_ocr2md\www\www\admin\st\images\1.jpg | D:\Programming\web_ocr2md\www\www\home\images\1.jpg,,0,
元智首頁_content_元智資傳系雙獲「青春還鄉」地方創生獎項_409.md,元智資傳系雙獲「青春還鄉」地方創生獎項,https://www.yzu.edu.tw/index.php/tw/20260204-2,1,圖片,images/01.jpg,images/01.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,2,D:\Programming\web_ocr2md\www\www\admin\st\images\01.jpg | D:\Programming\web_ocr2md\www\www\home\images\01.jpg,,0,
元智首頁_content_元智資傳系雙獲「青春還鄉」地方創生獎項_409.md,元智資傳系雙獲「青春還鄉」地方創生獎項,https://www.yzu.edu.tw/index.php/tw/20260204-2,2,圖片,images/02.jpg,images/02.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,2,D:\Programming\web_ocr2md\www\www\admin\st\images\02.jpg | D:\Programming\web_ocr2md\www\www\home\images\02.jpg,,0,
元智首頁_content_元智管院教師跨域賦能  「販骨」獲教育部U-start原漾計_415.md,元智管院教師跨域賦能  「販骨」獲教育部U-start原漾計畫百萬創業金殊榮,https://www.yzu.edu.tw/index.php/tw/20260204-8,1,圖片,images/9.jpg,images/9.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,3,D:\Programming\web_ocr2md\www\www\admin\aa\images\9.JPG | D:\Programming\web_ocr2md\www\www\admin\st\images\9.jpg | D:\Programming\web_ocr2md\www\www\home\images\9.jpg,,0,
元智首頁_content_各學院網頁_430.md,各學院網頁,https://www.yzu.edu.tw/index.php/tw/second,6,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_各學院網頁_430.md,各學院網頁,https://www.yzu.edu.tw/index.php/tw/second,8,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_各學院網頁_430.md,各學院網頁,https://www.yzu.edu.tw/index.php/tw/second,10,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_各學院網頁_430.md,各學院網頁,https://www.yzu.edu.tw/index.php/tw/second,14,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_各學院網頁_430.md,各學院網頁,https://www.yzu.edu.tw/index.php/tw/second,16,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_多元外語_296.md,多元外語,https://www.yzu.edu.tw/index.php/tw/language,6,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_多元外語_296.md,多元外語,https://www.yzu.edu.tw/index.php/tw/language,8,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_多元外語_296.md,多元外語,https://www.yzu.edu.tw/index.php/tw/language,10,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_多元外語_296.md,多元外語,https://www.yzu.edu.tw/index.php/tw/language,12,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_特色課程_298.md,特色課程,https://www.yzu.edu.tw/index.php/tw/course,11,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_特色課程_298.md,特色課程,https://www.yzu.edu.tw/index.php/tw/course,13,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_特色課程_298.md,特色課程,https://www.yzu.edu.tw/index.php/tw/course,15,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_結合生成式 AI 與虛擬觸控 元智大學研發互動學習系統獲銀牌_411.md,結合生成式 AI 與虛擬觸控 元智大學研發互動學習系統獲銀牌肯定,https://www.yzu.edu.tw/index.php/tw/20260204-4,1,圖片,images/3.jpg,images/3.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,5,D:\Programming\web_ocr2md\www\www\admin\aa\images\3.JPG | D:\Programming\web_ocr2md\www\www\admin\gao\images\3.jpg | D:\Programming\web_ocr2md\www\www\admin\rd\images\3.jpg | D:\Programming\web_ocr2md\www\www\admin\st\images\3.jpg | D:\Programming\web_ocr2md\www\www\home\images\3.jpg,,0,
元智首頁_content_跨域共育 (2)_427.md,跨域共育 (2),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-2,13,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育 (2)_427.md,跨域共育 (2),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-2,14,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育 (2)_427.md,跨域共育 (2),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-2,15,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育 (2)_427.md,跨域共育 (2),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-2,17,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育 (2)_427.md,跨域共育 (2),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-2,19,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育 (2)_427.md,跨域共育 (2),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-2,20,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育 (3)_428.md,跨域共育 (3),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-3,13,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育 (3)_428.md,跨域共育 (3),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-3,14,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育 (3)_428.md,跨域共育 (3),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-3,15,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育 (3)_428.md,跨域共育 (3),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-3,17,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育 (3)_428.md,跨域共育 (3),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-3,19,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育 (3)_428.md,跨域共育 (3),https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning-3,20,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育_289.md,跨域共育,https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning,11,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育_289.md,跨域共育,https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning,12,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育_289.md,跨域共育,https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning,14,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_跨域共育_289.md,跨域共育,https://www.yzu.edu.tw/index.php/tw/interdisciplinary-learning,15,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_精彩社團_290.md,精彩社團,https://www.yzu.edu.tw/index.php/tw/club,10,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_學生成就_295.md,學生成就,https://www.yzu.edu.tw/index.php/tw/student,12,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_學生成就_295.md,學生成就,https://www.yzu.edu.tw/index.php/tw/student,14,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_學生成就_295.md,學生成就,https://www.yzu.edu.tw/index.php/tw/student,16,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_學生成就_295.md,學生成就,https://www.yzu.edu.tw/index.php/tw/student,18,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_學生成就_295.md,學生成就,https://www.yzu.edu.tw/index.php/tw/student,20,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_學生成就_295.md,學生成就,https://www.yzu.edu.tw/index.php/tw/student,22,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_辦學資訊公開_41.md,辦學資訊公開,https://www.yzu.edu.tw/index.php/tw/2016-12-09-01-22-39,45,圖片,images/20260408.jpg,images/20260408.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,2,D:\Programming\web_ocr2md\www\www\admin\pr\images\20260408.jpg | D:\Programming\web_ocr2md\www\www\home\images\20260408.jpg,,0,
元智首頁_content_EMI學院_297.md,EMI學院,https://www.yzu.edu.tw/index.php/tw/emi,12,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_EMI學院_297.md,EMI學院,https://www.yzu.edu.tw/index.php/tw/emi,14,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_EMI學院_297.md,EMI學院,https://www.yzu.edu.tw/index.php/tw/emi,16,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_EMI學院_297.md,EMI學院,https://www.yzu.edu.tw/index.php/tw/emi,18,圖片,templates/yzu_2016_v2/ui/icn-link.png,templates/yzu_2016_v2/ui/icn-link.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
元智首頁_content_THE全球最佳年輕大學排名 元智大學排名大耀進_323.md,THE全球最佳年輕大學排名 元智大學排名大耀進,https://www.yzu.edu.tw/index.php/tw/honor-20240518-tw,1,圖片,images/20240518.jpg,images/20240518.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,2,D:\Programming\web_ocr2md\www\www\admin\pr\images\20240518.jpg | D:\Programming\web_ocr2md\www\www\home\images\20240518.jpg,,0,
元智首頁_content_THE全球最佳年輕大學排名 元智大學排名大耀進_323.md,THE全球最佳年輕大學排名 元智大學排名大耀進,https://www.yzu.edu.tw/index.php/tw/honor-20240518-tw,2,圖片,images/P5250143.jpg,images/P5250143.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,2,D:\Programming\web_ocr2md\www\www\admin\pr\images\P5250143.jpg | D:\Programming\web_ocr2md\www\www\home\images\P5250143.jpg,,0,
公共事務暨校友服務中心_content_【元智35周年校慶校友聯誼餐會】_7453.md,【元智35周年校慶校友聯誼餐會】,- **文章簡介**: 元智35周年校慶校友餐會謹訂於113年3月23日（六）中午於母校體育館舉行，敬邀學長姊踴躍報名參加，讓多年未見的老同學歡聚一堂，重溫昔日與恩師及朋友的歡笑。,5,圖片,../../alumni/images/%E6%9C%80%E6%96%B0%E6%B6%88%E6%81%AF/20240323DM-2.png,../../alumni/images/最新消息/20240323DM-2.png,.png,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
公共事務暨校友服務中心_content_【元智大學創校37週年校慶 】_9037.md,【元智大學創校37週年校慶 】,- **文章簡介**: 元智大學，37 歲了！,2,圖片,files/校友餐會.jpg#joomlaImage://local-files/校友餐會.jpg,files/校友餐會.jpg#joomlaImage://local-files/校友餐會.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,2,D:\Programming\web_ocr2md\www\www\admin\pr\files\校友餐會.jpg | D:\Programming\web_ocr2md\www\www\alumni\files\校友餐會.jpg,,0,
公共事務暨校友服務中心_content_🎓 畢業季限定，元智紀念品限量優惠中！_8564.md,🎓 畢業季限定，元智紀念品限量優惠中！,https://www.yzu.edu.tw/admin/pr/index.php/tw/?option=com_content&view=article&id=8564,7,圖片,images/news/pr/pr-202505171550-01.jpg,images/news/pr/pr-202505171550-01.jpg,.jpg,True,confirmed_missing,missing_recheck:no_exact_or_unique_scoped_match,missing_recheck,high_for_missing,0,,,0,
公共事務暨校友服務中心_content_2028國際高齡科技年會將在台舉辦 我學者獲「高齡科技大師」_9133.md,2028國際高齡科技年會將在台舉辦 我學者獲「高齡科技大師」殊榮,- **文章簡介**: 【自由時報 林曉雲】,2,圖片,images/20260408.jpg,images/20260408.jpg,.jpg,True,ambiguous,suffix_multiple_matches,initial_scan_unresolved,needs_review,2,D:\Programming\web_ocr2md\www\www\admin\pr\images\20260408.jpg | D:\Programming\web_ocr2md\www\www\home\images\20260408.jpg,,0,
